title,artist,isrc,recordingId,energy_score_v1,brightness_score_v1,pulse_score_v1,vocal_presence_score_v1,density_score_v1,energy_contributors,brightness_contributors,pulse_contributors,vocal_contributors,density_contributors,energy_missing,brightness_missing,pulse_missing,vocal_missing,density_missing
Lean Beef Patty,JPEGMAFIA,QM4TX2330850,22864865,0.7036308532561439,0.7975847450061533,0.39533480141585325,0.4347759604632909,0.5952051777585139,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Raving In The Studio,Aitch,QMFME2494355,31146239,0.7993940274229082,0.6491960004098977,0.7008199402161769,0.26676353897304017,0.44078607817537385,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
50//50,Vantage,QZES51852621,20515512,0.5574317766261739,0.20424059129102756,0.6303803512539725,0.3901530117799018,0.34689708946455433,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
RIZZ,AYYBO,QZVEM2366898,2604117,0.21998522364621853,0.04761709813469831,0.1445354012426004,0.624559719629145,0.6142762701628761,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
DJ Turn It Up,Dimension,UKFTL1600270,23078366,0.9227192437180619,0.9351174586982007,0.739151363662581,0.3967108197514204,0.31802611166385913,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Bassgod,Yellow Claw,USA2P2043810,37057595,0.652181840114846,0.5319610504398058,0.6913209961735516,0.34851469553632247,0.3558634189174423,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Strawberry Letter 23,The Brothers Johnson,USAM17700852,9989291,0.35880498143534345,0.3525820609547057,0.5337030285237704,0.18722381071709246,0.37813705838493417,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Nevada,YoungBoy Never Broke Again,USAT22103399,21827809,0.35300249974386316,0.25336604273830654,0.5229965173549055,0.16762768349237267,0.3328134335182971,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Never There,CAKE,USCA19886886,1171332,0.5672582065735483,0.20631432395686763,0.7935184726803727,0.27383575463314996,0.28163632506923075,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Self Esteem,The Offspring,USEP40312208,994955,0.636748288004813,0.6406539319616635,0.31729982224388975,0.14010645729409568,0.6501654044766607,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Rock Your Body,Justin Timberlake,USJI10200367,60795,0.5425863799091502,0.6960619465789224,0.6610976056615623,0.07976526805501537,0.3567634066476223,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,USMO16582593,8748208,0.5892259049936545,0.38703661736781336,0.48902718109788046,0.027535903919504383,0.34741439079697245,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Give Life Back to Music,Daft Punk,USQX91300101,5893006,0.41555086240067196,0.2881327160805056,0.6679979882666434,0.44575440805451333,0.32330116972133094,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Papa Loves Mambo,Perry Como,USRC15404658,16173691,0.40976185048669,0.3457075258061637,0.3921730679714391,0.11445321768893045,0.4113441085651896,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Ain't No Sunshine,Bill Withers,USSM10000372,443903,0.28805722113748505,0.20331126878857175,0.4204703530122978,0.08384415962973163,0.35212911093586247,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Havana (feat. Young Thug),Camila Cabello,USSM11706905,19012867,0.5683560725015427,0.26184283740207426,0.7075679623799889,0.07297867246507998,0.31396286535138584,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Let's Groove,"Earth, Wind & Fire",USSM18100641,1004323,0.3382834681837052,0.6139655078251555,0.45488020436670795,0.07956420070118823,0.44366257766351774,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Get Low,Lil Jon & The East Side Boyz,USTV10200084,1406940,0.5636262584588618,0.4374658207688981,0.6343889069043789,0.10755925499572007,0.3797961426666878,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Telephone,Lady Gaga,USUM70905541,9235806,0.6171731011071476,0.522282416582987,0.6927489618161473,0.0647945866066188,0.43142081117361475,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Calabria 2008 (feat. Natasja),Enur,USUS10800243,20125243,0.6919445274652378,0.3168129853899043,0.766660130046707,0.22094422242565384,0.3376141702313284,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
"Kingdom Dance - From ""Tangled""/Score",Alan Menken,USWD11054906,3324785,0.36827333950320706,0.16384628918837005,0.2597938595731161,0.4881946743585378,0.5916807619477376,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Define,Dom Dolla,AUDCB1500530,30934776,0.6340072123715688,0.37478453541023443,0.6360971080131816,0.06836233981627321,0.31736209231478923,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Pedro,Jaxomy,DEE862400427,27974478,0.7505433033495585,0.3758406791000945,0.7324423273778626,0.19983290481248042,0.35492778534942326,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
What You Know,Two Door Cinema Club,FRU700900116,1443185,0.6895849566957385,0.5118276286051111,0.6856887266542475,0.07865842415773525,0.3720099652887812,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Message In A Bottle,The Police,GBAAM7900002,9183790,0.4826464601222288,0.5784925375858796,0.41356365056049815,0.05773141612081591,0.49710737959226076,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Uptown Funk (feat. Bruno Mars),Mark Ronson,GBARL1401524,9355929,0.6025895801020732,0.4765398586807541,0.7725822584376795,0.17773051303470344,0.33262247632133907,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Don't Stop Movin',S Club,GBCVL0100001,229991,0.6584653750864318,0.6501086328395767,0.8178684079463502,0.05008674662442483,0.29834229563113446,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Robot Rock,Daft Punk,GBDUW0400103,554602,0.5896665665449741,0.5522107321344969,0.3791449895437902,0.58251488165311,0.5385771825577557,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Glad You Came - 2021 Master,The Wanted,GBUM72105737,22130232,0.6144419311283231,0.42189942639448896,0.7139163573435249,0.03514468156281669,0.3614947260668324,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Cry (Just a Little),Bingo Players,NCL281111731,21114553,0.6027408555254389,0.5205463498252386,0.6571150005708364,0.27834095608697346,0.40780869347812404,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Grease - From “Grease”,Frankie Valli,NLF057890001,3153995,0.30250147348035633,0.3203458872380327,0.44053952721222667,0.03930327210235118,0.37136115418754295,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Después de la Playa,Bad Bunny,QM6MZ2214876,22174886,0.6048445149910805,0.4863492756116471,0.38710740400725197,0.15660242147281347,0.533088731899781,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
In A Dream,ACRAZE,QZFPL2100405,23183899,0.717379406968331,0.5364563310626949,0.7336575331031476,0.07504258742904324,0.3397046324982629,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Angel,Dimension,UKFTL1600316,31145413,0.8497239746443203,0.6102325653824394,0.657806997867008,0.14782707456610486,0.4162459168149992,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Renegade,Styx,USAM17800365,7780392,0.4750452053239158,0.517886331902459,0.3352615636802892,0.08197817206521438,0.46718686073555815,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Some Nights,fun.,USAT21104050,4842574,0.5988938112255515,0.2563818526025098,0.6032991979993075,0.06846588020766715,0.4108042843840296,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Love Me Not,Ravyn Lenae,USAT22401137,29630734,0.5873183729681475,0.26282407333307534,0.591547564980952,0.062444451003735524,0.3602169527010807,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Last Friday Night (T.G.I.F.),Katy Perry,USCA21001264,2024145,0.6245929396064961,0.48952554472430715,0.60071782247156,0.07805692127055923,0.34863515846450344,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Beyond the Sea,Bobby Darin,USEW10000026,1775417,0.4169912607204251,0.32307386694095,0.28824425295416833,0.09657977571994678,0.4999189163261843,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
I Want It That Way,Backstreet Boys,USJI19910614,1365657,0.5627994349841334,0.5455908438150359,0.7313215960978954,0.0025353196251223947,0.2965665869584485,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
You Can't Hurry Love,The Supremes,USMO16600346,442565,0.5090068462836719,0.5628866484888982,0.38959252488891216,0.08488423304738389,0.4549264475447647,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,USQX91300108,23011398,0.5613108125129342,0.33981847482137917,0.7456225864518795,0.10989096925764734,0.42911701024003873,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
The Lion Sleeps Tonight (Wimoweh),The Tokens,USRC16100933,34042940,0.368918407672083,0.3043470969285945,0.3275999803360655,0.031012328187569497,0.46115391206478085,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
All Bad (feat. Lil Uzi Vert),Future,USSM12002490,20537912,0.5843294298050921,0.24024510583141823,0.7400536762796048,0.3518666102567635,0.40403901626162275,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Uptown Girl,Billy Joel,USSM18300270,1407646,0.639189652690918,0.6243759087571348,0.5900460142395331,0.052592395813860444,0.2843909114145569,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Fireflies,Owl City,USUM70972068,9258691,0.5387107405123199,0.610540074608277,0.5064953380724406,0.11466582900280776,0.5221140366240682,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Feather,Sabrina Carpenter,USUM72301876,23335426,0.7011417450124089,0.2831272859238842,0.7277201534903542,0.03925079777377661,0.27368402782119794,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Tell Me Lies,Deorro,USUS11700054,23262856,0.4566440056825479,0.4477708360150956,0.5601023675939246,0.1969602773255053,0.4602920700285639,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Paralyzer,Finger Eleven,USWU30700001,20122767,0.692019557194744,0.4732008248177171,0.6638610001994935,0.09865173772018722,0.3673961469278099,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Take It,Dom Dolla,AUDCB1701202,20084197,0.7016858523603747,0.37601322608824655,0.891366056356513,0.2357987480983303,0.23578991427034163,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Oblivion,Grimes,CA21O1200003,4522320,0.6617820061633307,0.2653316745394588,0.6696233553830306,0.23607604622278744,0.4231155075326631,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
The Beat Goes On,Bob Sinclar,FR6V80309921,1238636,0.7200036291269098,0.5257854525268417,0.8435258391540758,0.08319804795497703,0.3863938206087919,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Don't,Ed Sheeran,GBAHS1400090,9251155,0.5512061032280442,0.38502797829328217,0.6014390594739337,0.16735986079786055,0.4292599653305762,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Rhyme Dust,MK,GBARL2300220,22759775,0.6780878716494118,0.2890226226183449,0.8804724799928466,0.3873255115892992,0.17357345377233022,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
The Valley of The Pagans (feat. Beck),Gorillaz,GBAYE2000599,20947012,0.6530645099142414,0.2850589447394213,0.7145523088796317,0.044786839438393504,0.26825212087689176,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
One More Time,Daft Punk,GBDUW0000053,1945387,0.49372484920024456,0.7509807984366482,0.5191398572383537,0.1444723207777726,0.5690071871039111,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Give Life Back to Music (Drumless Edition),Daft Punk,GBDUW2300090,23310573,0.35330655512059866,0.08133711884609993,0.45934863039061236,0.4769034047693117,0.3267698044878662,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
BEATS FOR THE UNDERGROUND,Mau P,GBK6Y2452041,30153095,0.822193657791039,0.5793996272524531,0.7455776086598045,0.319970872281653,0.3678259901291251,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,GBUM72203666,22297642,0.5942654678399151,0.3866890613963861,0.5474509507260877,0.06738337560174358,0.4041255064394065,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,GMM881200003,5140564,0.5051699286105593,0.516641610548211,0.4458464033552399,0.4041632358553454,0.5827376383474104,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Perfect (Exceeder),Mason,NLF711312388,25336917,0.6685937566848266,0.3979974599691817,0.696299832805767,0.22492454296697822,0.4449633967031928,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
It's A Killa,FISHER,QM24S2200746,22108422,0.6750649548475045,0.613681813551066,0.8641460373629074,0.2949852112002199,0.25138555443433,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
